-5.00000000	38.97942756	38.97859958
-4.90000000	38.98036378	38.97993355
-4.80000000	38.97626757	38.97799021
-4.70000000	38.98016528	38.98294917
-4.60000000	38.97986455	38.97590040
-4.50000000	38.98209041	38.97972063
-4.40000000	38.97902003	38.97972473
-4.30000000	38.97744209	38.98119142
-4.20000000	38.98143532	38.97828300
-4.10000000	38.97910215	38.97667608
-4.00000000	38.97998953	38.98257500
-3.90000000	38.98173903	38.97726126
-3.80000000	38.98381805	38.97967099
-3.70000000	38.98040847	38.97812889
-3.60000000	38.98005943	38.98062310
-3.50000000	38.98193937	38.98039569
-3.40000000	38.97937919	38.97800197
-3.30000000	38.97955038	38.98302744
-3.20000000	38.98064305	38.97664278
-3.10000000	38.98239825	38.98237922
-3.00000000	38.98165656	38.98100704
-2.90000000	38.97887266	38.97914053
-2.80000000	38.97784102	38.97860602
-2.70000000	38.98343758	38.98189300
-2.60000000	38.98037385	38.98105656
-2.50000000	38.98053587	38.98241566
-2.40000000	38.98034066	38.98106098
-2.30000000	38.98377981	38.97968688
-2.20000000	38.97760122	38.98040371
-2.10000000	38.98276363	38.98097883
-2.00000000	38.98113111	38.97997387
-1.90000000	38.97781196	38.98092468
-1.80000000	38.98042158	38.98487030
-1.70000000	38.97880451	38.97937066
-1.60000000	38.98101856	38.98171722
-1.50000000	38.97909512	38.97909590
-1.40000000	38.98223465	38.98469853
-1.30000000	38.98143308	38.97851782
-1.20000000	38.98367306	38.97976417
-1.10000000	38.98009063	38.98147816
-1.00000000	38.97723992	38.98047012
-0.90000000	38.98204947	38.98073652
-0.80000000	38.97914011	38.98042681
-0.70000000	38.97724485	38.97768621
-0.60000000	38.98246370	38.97853589
-0.50000000	38.97926714	38.97982636
-0.40000000	38.97965045	38.98051179
-0.30000000	38.97876173	38.98191943
-0.20000000	38.98231597	38.98034046
-0.10000000	38.97854068	38.97644104
-0.00000000	38.97971838	38.97995043
0.10000000	38.98304205	38.98064063
0.20000000	38.97740223	38.98141384
0.30000000	38.98253689	38.98064272
0.40000000	38.98244701	38.98188858
0.50000000	38.97975481	38.97792146
0.60000000	38.97861043	38.97817179
0.70000000	38.97746178	38.97682139
0.80000000	38.97652576	38.97794758
0.90000000	38.97464650	38.97626068
1.00000000	38.97485296	38.97730502
1.10000000	38.97662017	38.97881226
1.20000000	38.97889429	38.97995477
1.30000000	38.97946649	38.97857430
1.40000000	38.97680408	38.97716329
1.50000000	38.97749486	38.97619255
1.60000000	38.97868468	38.97553377
1.70000000	38.97823947	38.98059371
1.80000000	38.97935914	38.97906802
1.90000000	38.98069347	38.97956309
2.00000000	38.97834667	38.97626659
2.10000000	38.97847832	38.97797706
2.20000000	38.97912781	38.98107314
2.30000000	38.97545893	38.97879171
2.40000000	38.97582493	38.97904913
2.50000000	38.97868803	38.97931939
2.60000000	38.97675305	38.97747036
2.70000000	38.97766058	38.97883060
2.80000000	38.97791244	38.97939553
2.90000000	38.98036010	38.98223394
3.00000000	38.97873471	38.97945765
3.10000000	38.98102632	38.97407162
3.20000000	38.98041493	38.97933874
3.30000000	38.98078781	38.98422522
3.40000000	38.97773865	38.98371721
3.50000000	38.98008117	38.97831364
3.60000000	38.98024498	38.97876542
3.70000000	38.97622214	38.97963747
3.80000000	38.98351327	38.98145313
3.90000000	38.98075213	38.97964713
4.00000000	38.98330216	38.98083887
4.10000000	38.98112799	38.98262971
4.20000000	38.97991715	38.98068609
4.30000000	38.97835553	38.98155058
4.40000000	38.98094419	38.97859943
4.50000000	38.98347951	38.98274419
4.60000000	38.97940715	38.98146438
4.70000000	38.97857795	38.98115655
4.80000000	38.98119356	38.98142256
4.90000000	38.98086069	38.97843861
5.00000000	38.98045803	38.98259944
